,id,sentence1,sentence2,is_duplicate
3040,3040,She's got ectopia cordis.,She's got heart disease,0
3041,3041,What do you know?,what you got,1
3042,3042,He claims it may seem unrealistic only because little effort has been devoted to the concept.,He is suggesting that the lack of effort focusing on the concept is making it seem unrealistic.,1
3043,3043,Get me out!,set me free,1
3044,3044,He claims it may seem unrealistic only because little effort has been devoted to the concept.,"He is suggesting that due to the lack of effort focusing on the concept, it is making it seem unrealistic.",1
3045,3045,Can I help you?,you guys need anything,0
3046,3046,He claims it may seem unrealistic only because little effort has been devoted to the concept.,"He is claiming that due to the lack of effort focusing on the concept, it is making it seem unrealistic.",1
3047,3047,Can I help you?,there something you need,0
3048,3048,Can I help you?,you want something,0
3049,3049,Can I help you?,need any help,0
3050,3050,Can I help you?,what can i do,0
3051,3051,Can I help you?,be of service,0
3052,3052,Can I help you?,be of service?,1
3053,3053,You better watch it!,you to beware,1
3054,3054,Function Modules,operate Modules,0
3055,3055,Function Modules,task Modules,0
3056,3056,Function Modules,Function components,1
3057,3057,Function Modules,Function templates,0
3058,3058,Function Modules,Function mock-ups,1
3059,3059,"Resigning along with Brendsel was Vaughn Clarke, the company's executive vice president and chief financial officer.","Vaughn Clarke, the executive vice president and the chief financial officer of the company, resigned along with Brendsel.",1
3060,3060,You creep. You used me.,you bastard,0
3061,3061,You creep. You used me.,disgusting,0
3062,3062,Yeah?,ok?,1
3063,3063,Yeah?,oh really?,1
3064,3064,Yeah?,oh really?,1
3065,3065,Yeah?,really?,1
3066,3066,Yeah?,is it?,0
3067,3067,Yeah?,is that so?,1
3068,3068,What's wrong?,in the hell is wrong,1
3069,3069,Good.,thats really good!,1
3070,3070,Good.,thats really nice!,0
3071,3071,Good.,nice!,1
3072,3072,His heart was under great stress.,His heart was greatly stressed,1
3073,3073,Good.,nice,1
3074,3074,His heart was under great stress.,His heart was greatly stressed.,1
3075,3075,Good.,thats really good!,1
3076,3076,His heart was under great stress.,His heart accompanied so much great stress.,1
3077,3077,One! Two!,two! one!,1
3078,3078,"Apparently, I am the only one among us who can spell.",It looks like I am the only one among us who can spell.,1
3079,3079,One! Two!,three! four!,0
3080,3080,His heart was under great stress.,His heart accompanied so much stress.,1
3081,3081,"Apparently, I am the only one among us who can spell.",It looks like I am the only one among us who know how to spell.,1
3082,3082,"Apparently, I am the only one among us who can spell.","It looks like I am the only one, who know how to spell, among us",1
3083,3083,His heart was under great stress.,His heart accompanied a great deal of stress.,1
3084,3084,You stay out of there.,do not go in there,1
3085,3085,"Apparently, I am the only one among us who can spell.","It looks like am i the only one, who know how to spell, among us",1
3086,3086,His heart was under great stress.,His heart accompanied a deal of great stress.,1
3087,3087,"Apparently, I am the only one among us who can spell.","It looks like am i the only one, who know how to spell, among us?",1
3088,3088,His heart was under great stress.,His heart accompanied a deal of great stress.,1
3089,3089,"Apparently, I am the only one among us who can spell.","It looks like am i the only one, who know how to spell, among us.",1
3090,3090,His heart was under great stress.,His heart accompanied great stress.,1
3091,3091,"Apparently, I am the only one among us who can spell.","It looks like am i the only one, who know how to spell, among us",1
3092,3092,His heart was under great stress.,His heart accompanied a lot of great stress.,1
3093,3093,His heart was under great stress.,His heart accompanied so much great stress.,1
3094,3094,"And instead of being a man about it, he sold you out!",Can't believe he sold you out instead of being a man about it!,1
3095,3095,You guys always find some reason to toss me in the can.,"Always trying to find a way throw me in the can, huh guys?",1
3096,3096,You guys always find some reason to toss me in the can.,"Always trying to find a way to throw me in the can, huh guys?",1
3097,3097,You guys always find some reason to toss me in the can.,"Always trying throw me in the can, huh guys?",1
3098,3098,You guys always find some reason to toss me in the can.,"Always trying to throw me in the can, huh guys?",1
3099,3099,Suddenly I heard news about you staying in the north.,"Can't believe you guys are staying in the north, I heard news about it.",0
3100,3100,Suddenly I heard news about you staying in the north.,I heard news about you guys are staying in the north.,0
3101,3101,Suddenly I heard news about you staying in the north.,I heard news about you guys are staying in the north.,0
3102,3102,I don't think you need an invitation to your reception.,Do you really need an an invitation to your reception.,1
3103,3103,I don't think you need an invitation to your reception.,Do you really need an an invitation to your reception?,1
3104,3104,I don't think you need an invitation to your reception.,Do you really need an an invitation to your reception.,1
3105,3105,"The woman was exposed to the SARS virus while in the hospital but was not a health care worker, said Dr. Colin D’Cunha, Ontario’s commissioner of public health.","A not health care worker woman was exposed to the SARS virus while in the hospital, said DR. Colin D'Cinha, Ontario's commissioner of public health",1
3106,3106,Suddenly I heard news about you staying in the north.,Since when do you stay in the north suddenly?,0
3107,3107,Suddenly I heard news about you staying in the north.,"Since when do you stay in the north, I heard about it, suddenly?",0
3108,3108,Suddenly I heard news about you staying in the north.,All of a sudden I heard about you living in the north,1
3109,3109,Suddenly I heard news about you staying in the north.,I suddenly heard about you living in the north,1
3110,3110,"The woman was exposed to the SARS virus while in the hospital but was not a health care worker, said Dr. Colin D’Cunha, Ontario’s commissioner of public health.","A not healthcare worker woman was exposed to the SARS virus while in the hospital, said DR. Colin D'Cinha, Ontario's commissioner of public health",1
3111,3111,Suddenly I heard news about you staying in the north.,I heard some news about you living in the north,0
3112,3112,Suddenly I heard news about you staying in the north.,I heard news about you living in the north .,0
3113,3113,"The woman was exposed to the SARS virus while in the hospital but was not a health care worker, said Dr. Colin D’Cunha, Ontario’s commissioner of public health.","A not healthcare worker woman was exposed to a virus while in the hospital, said DR. Colin D'Cinha, Ontario's commissioner of public health",0
3114,3114,Suddenly I heard news about you staying in the north.,I heard news about you living in the north region,0
3115,3115,Suddenly I heard news about you staying in the north.,I suddenly heard news about you living in the north region,1
3116,3116,Suddenly I heard news about you staying in the north.,I suddenly heard news about you living in the northern region.,1
3117,3117,Suddenly I heard news about you staying in the north.,I suddenly heard about you living in the northern region.,1
3118,3118,"The woman was exposed to the SARS virus while in the hospital but was not a health care worker, said Dr. Colin D’Cunha, Ontario’s commissioner of public health.","A woman got the SARS virus while in the hospital, said DR. Colin D'Cinha, Ontario's commissioner of public health and she was not even a health care worker",1
3119,3119,"Telemarketers who call listed numbers could face FCC fines of up to $120,000.","Telemarketers can face up to $120,000 in FCC fines if they call listed numbers.",1
3120,3120,"Telemarketers who call listed numbers could face FCC fines of up to $120,000.","Telemarketers can accumulate up to $120,000 in FCC fines if they call listed numbers.",1
3121,3121,"Telemarketers who call listed numbers could face FCC fines of up to $120,000.","Telemarketers can accumulate up to $120,000 fines from the FCC if they call listed numbers.",1
3122,3122,"Telemarketers who call listed numbers could face FCC fines of up to $120,000.","Telemarketers can accumulate up to $120,000 in fines from the FCC if they call listed numbers.",1
3123,3123,"Telemarketers who call listed numbers could face FCC fines of up to $120,000.","Telemarketers can accumulate up to $120,000 in fines from the FCC granted they call listed numbers.",1
3124,3124,"Telemarketers who call listed numbers could face FCC fines of up to $120,000.","Telemarketers can accumulate up to $120,000 in fines from the FCC when they call listed numbers.",1
3125,3125,"Telemarketers who call listed numbers could face FCC fines of up to $120,000.","Did you know that telemarketers can accumulate up to $120,000 in fines from the FCC granted they call listed numbers?",1
3126,3126,That provision now reads as follows:,Following the stipulation that reads:,1
3127,3127,That provision now reads as follows:,Following the new stipulation that reads:,1
3128,3128,"Right away, Grandma...","Granny, I'll do it as soon as possible.",0
3129,3129,"Right away, Grandma...","Grandma, I'll do it as soon as possible.",0
3130,3130,"Right away, Grandma...","Grandma, I'll do it right away.",0
3131,3131,"Mr. Bloomberg later told reporters that the agreement ""will be a compromise, like the real world requires.""","As demand in the real world the accord ""will be an agreement"" that's what Mr. Bloomberg said to the reporters",0
3132,3132,"Right away, Grandma...","I'll do it right away, Grandma",0
3133,3133,"Right away, Grandma...","I'll do it right away, Grandma, no problem.",0
3134,3134,"Right away, Grandma...","Right away, Grandma, no problem.",0
3135,3135,"Right away, Grandma...","Right away, Grandma",1
3136,3136,"Mr. Bloomberg later told reporters that the agreement ""will be a compromise, like the real world requires.""","As demand in the real world, the accord ""will be an agreement"" said Mr. Bloomberg to the reporters",0
3137,3137,"Right away, Grandma...","Right away, Grandma, no problem",0
3138,3138,"Mr. Bloomberg later told reporters that the agreement ""will be a compromise, like the real world requires.""","As demand in the real world, the agreement ""will be a compromise"" said Mr. Bloomberg to the reporters",0
3139,3139,"Right away, Grandma...","I'll get to it, Grandma...",0
3140,3140,"Right away, Grandma...","Right to it, Grandma...",1
3141,3141,"Mr. Bloomberg later told reporters that the agreement ""will be a compromise, like the real world requires.""","Mr. Bloomberg later told reporters that the agreement ""will be an understanding, like expected in the real world""",1
3142,3142,"If convicted, Ciobanu could face up to 15 years in prison based on new laws in Romania designed to prosecute cybercrime, Softwin said.","If declared guilty, Ciabanu could face up to 15 years in prison based on new laws in Romania designed to prosecute cybercrime, Softwin said.",0
3143,3143,"Mr Martin said the company is ""cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003"".","Mr Martin reported that the company is remaining to stay ""cautiously optimistic"" due to the improvement in sales and operating performance trends in the second half of 2003.",1
3144,3144,"Mr Martin said the company is ""cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003"".","Mr Martin reported that the company is remaining to stay ""cautiously optimistic"" due to the huge improvement in sales and operating performance trends in the second half of 2003.",0
3145,3145,"Mr Martin said the company is ""cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003"".","Mr Martin reported that the company is remaining to stay ""cautiously optimistic"" due to the improvement in sales and operating performance trends in the second half of 2003.",1
3146,3146,"Mr Martin said the company is ""cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003"".","Mr Martin reported that the company is committed to staying ""cautiously optimistic"" due to the improvement in sales and operating performance trends in the second half of 2003.",1
3147,3147,"Mr Martin said the company is ""cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003"".","Mr Martin reported that the company is remaining to stay ""cautiously optimistic"" due to the improvement in sales and operating performance trends in the second half of 2003.",1
3148,3148,"Mr Martin said the company is ""cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003"".","Mr Martin reported that the company is remaining to stay ""cautiously optimistic"" due to the improvement in sales and operating performance trends in the second half of year 2003.",1
3149,3149,"Mr Martin said the company is ""cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003"".","Mr Martin reported that the company is remaining to stay ""cautiously optimistic"" due to the increase in sales and operating performance trends in the second half of year 2003.",1
3150,3150,"Mr Martin said the company is ""cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003"".","Mr Martin reported that the company is remaining to stay ""cautiously optimistic"" due to the increase in sales and operating performance trends in the second half of year 2003.",1
3151,3151,"If convicted, Ciobanu could face up to 15 years in prison based on new laws in Romania designed to prosecute cybercrime, Softwin said.","Because of the new law in Romania designed to prosecute cybercrime, Ciobanu, If convicted, could face up to 15 years in prison, said Softwin",1
3152,3152,Where have you been?,Where did you go?,1
3153,3153,Where have you been?,"You have been gone, why?",0
3154,3154,Where have you been?,"It's dark outside, where have you been?",0
3155,3155,"Pratt &Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe, with final assembly in Germany.","Pratt &Whitney had announced that 75 per cent of the engine equipment would be outsourced to Europe, with final assembly in Germany.",1
3156,3156,"Pratt &Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe, with final assembly in Germany.",Pratt &Whitney had announced that 75 per cent of the engine equipment would be outsourced to Europe and the final assembly being in Germany.,1
3157,3157,Where have you been?,Your mom has been asking about your whereabouts,0
3158,3158,"Pratt &Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe, with final assembly in Germany.",Pratt &Whitney had announced that 75% of the engine equipment would be outsourced to Europe and the final assembly being in Germany.,1
3159,3159,Where have you been?,Have you seen your mom since you have been gone?,0
3160,3160,"Pratt &Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe, with final assembly in Germany.",Pratt &Whitney had announced that the final assembly will be in Germany and 75% of the engine equipment would be outsourced to Europe,1
3161,3161,"General Sutherland, sir!","Sir, I am General Sutherland.",1
3162,3162,"Pratt &Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe, with final assembly in Germany.",Pratt &Whitney had announced that the final assembly will be in Germany and 75% of the engine equipment would be outsourced to other European countries.,1
3163,3163,"Pratt &Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe, with final assembly in Germany.",Pratt & Whitney had announced that the final assembly will be in Germany and 75% of the engine equipment would be outsourced to other European countries.,1
3164,3164,Where have you been?,Where have you been hiding?,0
3165,3165,"Pratt &Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe, with final assembly in Germany.",Pratt & Whitney had earlier announced that the final assembly will be in Germany and 75% of the engine equipment would be outsourced to other European countries.,1
3166,3166,Where have you been?,Have you been hiding?,0
3167,3167,"Pratt &Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe, with final assembly in Germany.",Pratt & Whitney had earlier announced that the final assembly will be made in Germany and 75% of the engine equipment would be outsourced to other European countries.,1
3168,3168,"Pratt &Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe, with final assembly in Germany.",Pratt & Whitney had earlier announced that the final assembly will be made in the country of Germany and also 75% of the engine equipment would be outsourced to other European countries.,1
3169,3169,Where have you been?,Have you been where you said you were?,0
3170,3170,Where have you been?,Have you been here before?,0
3171,3171,Where have you been?,Where have you visited?,1
3172,3172,"The condition is associated with heart disease, chronic kidney disease, blindness, and amputations.","If the symptoms were heart disease, chronic kidney disease, blindness, and amputations may be associated with that condition.",0
3173,3173,"The condition is associated with heart disease, chronic kidney disease, blindness, and amputations.","Based on the association with heart disease, chronic kidney disease, blindness, and amputations may be that condition.",0
3174,3174,"The condition is associated with heart disease, chronic kidney disease, blindness, and amputations.","Based on the association with heart disease, chronic kidney disease, blindness, and amputations maybe that condition.",0
3175,3175,"The condition is associated with heart disease, chronic kidney disease, blindness, and amputations.","The disease is associated with heart disease, chronic kidney disease, blindness, and amputations.",1
3176,3176,"The condition is associated with heart disease, chronic kidney disease, blindness, and amputations.","The disease is associated with heart disease, chronic kidney disease, blindness, and amputations.",1
3177,3177,"The condition is associated with heart disease, chronic kidney disease, blindness, and amputations.","The disease is related to heart disease, chronic kidney disease, blindness, and amputations.",1
3178,3178,"The condition is associated with heart disease, chronic kidney disease, blindness, and amputations.","The sickness is related to heart disease, chronic kidney disease, blindness, and amputations.",1
3179,3179,"The condition is associated with heart disease, chronic kidney disease, blindness, and amputations.","The infirmity is related to heart disease, chronic kidney disease, blindness, and amputations.",1
3180,3180,"Come along, Peter.","Come along, Peter",1
3181,3181,"Come along, Peter.","Peter, Come along,",1
3182,3182,"Come along, Peter.","Peter, Come along",1
3183,3183,"Come along, Peter.","Peter, Come along now",1
3184,3184,"Come along, Peter.",Peter ignore that and come along now,0
3185,3185,"Come along, Peter.",Peter please come along now,1
3186,3186,"In March, 67 percent connected through cable, up from 63 percent a year earlier.","67 percent connected through cable, In March, up from 63 percent a year earlier.",1
3187,3187,"In March, 67 percent connected through cable, up from 63 percent a year earlier.","67 percent connected through a cable, In March, up from 63 percent a year earlier.",1
3188,3188,"When Biggs's body was found, authorities had no leads until four months later, when a tipster said Mallard talked about the incident at a party.",", when a tipster said Mallard talked about the incident at a party When Biggs's body was found, authorities had no leads until four months later",1
3189,3189,"When Biggs's body was found, authorities had no leads until four months later, when a tipster said Mallard talked about the incident at a party.","When a tipster said Mallard talked about the incident at a party When Biggs's body was found, authorities had no leads until four months later",1
3190,3190,"They were released to authorities after officers delivered the soda to the gunman, using a long stick to pass the six-pack through a door.","They were released to authorities after officers delivered the soda, using a long stick to pass the six-pack through a door, to the gunman",1
3191,3191,"They were released to authorities after officers delivered the soda to the gunman, using a long stick to pass the six-pack through a door.","They were given to officials after police officers delivered the soda, using a long stick to pass the six-pack through a door, to the gunman",1
3192,3192,Surprise!,Gotcha!,1
3193,3193,"They were released to authorities after officers delivered the soda to the gunman, using a long stick to pass the six-pack through a door.","They were given to officials after police officers delivered the soda to them, using a long stick to pass the six-pack through a door, to the gunman",0
3194,3194,Surprise!,Gotcha!,1
3195,3195,"They were released to authorities after officers delivered the soda to the gunman, using a long stick to pass the six-pack through a door.","They were given to officials after police officers delivered the soda, using a long stick to push the six-pack through a door, to the gunman",1
3196,3196,"Legislation can be compliant with provisions of the Decision, but practice might show a different picture.","Legislation can be compliant with provisions of the Decision, but practice might show a different image.",1
3197,3197,"Legislation can be compliant with provisions of the Decision, but practice might show a different picture.","Legislation can be compliant with the stipulations of the Decision, but practice might show a different image.",1
3198,3198,"Legislation can be compliant with provisions of the Decision, but practice might show a different picture.","Legislation can be complying with the stipulations of the Decision, but practice might show a different image.",1
3199,3199,"Legislation can be compliant with provisions of the Decision, but practice might show a different picture.","Legislation can be complying with the stipulations of the Decision, but practice might show a different viewpoint.",1
3200,3200,"Legislation can be compliant with provisions of the Decision, but practice might show a different picture.","Legislation can be complying with the stipulations of the Decision, but practice may show a unique viewpoint.",1
3201,3201,The group ambitiously expects to issue guidelines by the end of the year and release products by late 2004.,The group has ambitious plans to issue guidelines by the end of the year and release products by late 2004,1
3202,3202,From the... from the cognac region of France.,I believe it's from the cognac region of France.,0
3203,3203,From the... from the cognac region of France.,It's from the cognac region of France.,1
3204,3204,Can I get my coat back?,Can I have my coat?,1
3205,3205,Can I get my coat back?,Can I retrieve my coat?,1
3206,3206,Can I get my coat back?,Can I have my coat?,1
3207,3207,Can I get my coat back?,Can you give me my coat back?,1
3208,3208,Can I get my coat back?,Can I have my coat back?,1
3209,3209,Can I get my coat back?,Can I have my coat?,1
3210,3210,Damn it!,Shoot!,1
3211,3211,"Under Mexican law, bounty hunting is considered a form of kidnapping.",Bounty hunting is considered a form of kidnapping under Mexican law.,1
3212,3212,"Under Mexican law, bounty hunting is considered a form of kidnapping.",Bounty hunting is considered to be a version of kidnapping under Mexican law.,1
3213,3213,"Under Mexican law, bounty hunting is considered a form of kidnapping.",Bounty hunting is considered a version of kidnapping under Mexican law.,1
3214,3214,"Under Mexican law, bounty hunting is considered a form of kidnapping.",Bounty hunting is a version of kidnapping under Mexican law.,1
3215,3215,"Under Mexican law, bounty hunting is considered a form of kidnapping.",Bounty hunting is considered a version of kidnapping under Mexican law.,1
3216,3216,"Under Mexican law, bounty hunting is considered a form of kidnapping.",Bounty hunting is considered a type of kidnapping under Mexican law.,1
3217,3217,"Under Mexican law, bounty hunting is considered a form of kidnapping.","Bounty hunting, under Mexican law, is considered a type of kidnapping.",1
3218,3218,"Under Mexican law, bounty hunting is considered a form of kidnapping.","Bounty hunting, under Mexican law, is considered a type of kidnapping act.",1
3219,3219,"Under Mexican law, bounty hunting is considered a form of kidnapping.","Bounty hunting, under Mexican law, is classified as a type of kidnapping act.",1
3220,3220,"Under Mexican law, bounty hunting is considered a form of kidnapping.","Bounty hunting, under Mexican law, is classified as a type of kidnapping.",1
3221,3221,"Under Mexican law, bounty hunting is considered a form of kidnapping.",Bounty hunting is classified under Mexican law as a type of kidnapping.,1
3222,3222,"Under Mexican law, bounty hunting is considered a form of kidnapping.",Did you know that bounty hunting is classified under Mexican law as a type of kidnapping?,1
3223,3223,"Under Mexican law, bounty hunting is considered a form of kidnapping.",Did you know that bounty hunting is classified under Mexican law as a type of kidnapping act?,1
3224,3224,PT's 36 and the rest are off the wall.,All are of the wall except the PT's 36.,1
3225,3225,What are you looking at?,You looking at me?,0
3226,3226,What are you looking at?,What are you gazing your eyes upon?,1
3227,3227,What are you looking at?,What are you gazing your eyesight upon?,1
3228,3228,The research is set to change how the public and doctors check for melanomas.,The way the public and the doctors check for melanomas will change due to research.,1
3229,3229,The research is set to change how the public and doctors check for melanomas.,The way the public and the doctors look for melanomas will change due to research.,1
3230,3230,The research is set to change how the public and doctors check for melanomas.,The way the public and the doctors examine for melanomas will change due to research.,1
3231,3231,"The rats that consumed the tomato powder had a 26 percent lower risk of prostate cancer death than the control rats, researchers found.","According to the researchers found, tomato powder had a 26 percent lower risk of prostate cancer death in rats that consumed it than the control rats",1
3232,3232,The research is set to change how the public and doctors check for melanomas.,The way the public and the doctors search for melanomas will change due to research.,1
3233,3233,The research is set to change how the public and doctors check for melanomas.,The way the public and the doctors check for melanomas will be different due to research.,1
3234,3234,The research is set to change how the public and doctors check for melanomas.,The way the public and the doctors check for melanomas will be changed due to research.,1
3235,3235,The research is set to change how the public and doctors check for melanomas.,The way the public and the doctors check for melanomas will change due to research.,1
3236,3236,The research is set to change how the public and doctors check for melanomas.,The way the public and the doctors check for melanomas will change due to new research.,1
3237,3237,The research is set to change how the public and doctors check for melanomas.,The way the public and the doctors check for melanomas will change due to research.,1
3238,3238,"While Mr. Qurei is widely respected and has a long history of negotiating with the Israelis, he cannot expect such a warm welcome.","Even though Mr. Qurei is very much respected and has a impressive history of negotiating with the Israelis, a  warm welcome should not be expected.",1
3239,3239,"While Mr. Qurei is widely respected and has a long history of negotiating with the Israelis, he cannot expect such a warm welcome.","Even though Mr. Qurei is respected a great deal and has a impressive history of negotiating with the Israelis, a  warm welcome should not be expected.",1
3240,3240,"While Mr. Qurei is widely respected and has a long history of negotiating with the Israelis, he cannot expect such a warm welcome.","Mr. Qurei is respected a great deal and has a impressive history of negotiating with the Israelis, but a warm welcome should not be expected.",1
3241,3241,"While Mr. Qurei is widely respected and has a long history of negotiating with the Israelis, he cannot expect such a warm welcome.","Although Mr. Qurei is respected by a great amount and has a impressive history of negotiating with the Israelis, a warm welcome should not be expected.",1
3242,3242,"While Mr. Qurei is widely respected and has a long history of negotiating with the Israelis, he cannot expect such a warm welcome.","Although Mr. Qurei is widely respected and has a impressive history of negotiating with the Israelis, a warm welcome should not be expected.",1
3243,3243,"While Mr. Qurei is widely respected and has a long history of negotiating with the Israelis, he cannot expect such a warm welcome.","Although Mr. Qurei is very respected and has a impressive history of negotiating with the Israelis, a warm welcome should not be expected.",1
3244,3244,"While Mr. Qurei is widely respected and has a long history of negotiating with the Israelis, he cannot expect such a warm welcome.","Although Mr. Qurei is shown a lot of respect and has a impressive history of negotiating with the Israelis, a warm welcome should not be expected.",1
3245,3245,Jubal needed the extra day to plan tactics.,To plan tactics Jubal needed an extra day.,1
3246,3246,Jubal needed the extra day to plan tactics.,"To plan tactics, Jubal needed an extra day.",1
3247,3247,Jubal needed the extra day to plan tactics.,To plan the appropriate tactics Jubal needed an extra day.,0
3248,3248,Jubal needed the extra day to plan tactics.,To successfully plan the tactics Jubal needed an extra day.,0
3249,3249,Jubal needed the extra day to plan tactics.,To plan the tactics Jubal needed to set out for an extra day.,0
3250,3250,Jubal needed the extra day to plan tactics.,"To plan the tactics, a extra day was needed from Jubal.",1
3251,3251,"In Washington, the federal government remained closed for a second day.",The federal government in Washington remained closed for a second day.,1
3252,3252,"A seventh victim, a woman, died Tuesday night in the burn unit at childrens Hospital Medical Center of Akron.","A woman passed away on Tuesday night, she was the seventh victim in the burn unit at childrens Hospital Medical Center of Akron.",1
3253,3253,"In Washington, the federal government remained closed for a second day.",The federal government in Washington remained closed for a second consecutive day.,1
3254,3254,But the singer says artists like himself are not the ones to blame.,"However, the singer believes that artists like himself should not be to blame.",1
3255,3255,"In Washington, the federal government remained closed for a second day.",The federal government in Washington was closed for a second consecutive day.,1
3256,3256,But the singer says artists like himself are not the ones to blame.,"However, the singer believes that artists like himself should not be subject of the blame.",1
3257,3257,"In Washington, the federal government remained closed for a second day.",The federal government in Washington was closed for a second day running.,1
3258,3258,"A seventh victim, a woman, died Tuesday night in the burn unit at childrens Hospital Medical Center of Akron.",A woman passed away on Tuesday night she was the seventh victim in the burn unit at childrens Hospital Medical Center of Akron.,1
3259,3259,But the singer says artists like himself are not the ones to blame.,"However, the singer believes that artists like himself should not receive any blame.",1
3260,3260,But the singer says artists like himself are not the ones to blame.,"However, the singer believes that artists similar to himself should not receive any blame.",1
3261,3261,But the singer says artists like himself are not the ones to blame.,"However, the singer believes that artists similar to hisself should not receive any blame.",1
3262,3262,But the singer says artists like himself are not the ones to blame.,"However, the singer believes that artists similar to his self should not receive any blame.",1
3263,3263,But the singer says artists like himself are not the ones to blame.,"However, the singer believes that artists similar to himself should not receive any blame.",1
3264,3264,But the singer says artists like himself are not the ones to blame.,"However, the singer believes that artists similar to his self should not receive any blame.",1
3265,3265,Because we are brothers,because we are silings,0
3266,3266,Because we are brothers,because we are siblings,0
3267,3267,But the singer says artists like himself are not the ones to blame.,"However, the singer believes that artists similar to him should not receive any blame.",1
3268,3268,Because we are brothers,because we are siblings,0
3269,3269,Because we are brothers,because we are related,0
3270,3270,But the singer says artists like himself are not the ones to blame.,"However, the singer said that artists similar to him should not receive any blame.",1
3271,3271,Because we are brothers,because we are from the same mother,0
3272,3272,Because we are brothers,as we are from the same mother,0
3273,3273,Because we are brothers,"we r=are brothers, thats why!",1
3274,3274,Because we are brothers,"we are brothers, thats why!",1
3275,3275,Never!,Never ever!,1
3276,3276,Never!,"No, never ever!",1
3277,3277,"He listed LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line as toys that were stealing market share.","Toys that were considered stealing market share: LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line, he said.",1
3278,3278,Never!,"No, never again!",1
3279,3279,Never!,"No, not again!",1
3280,3280,"He listed LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line as toys that were stealing market share.","Toys that were considered stealing market share: LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line, he listed.",1
3281,3281,Never!,"No way, not again!",1
3282,3282,Never!,"No way, not again",1
3283,3283,Jesus Christ.,Jesus H Christ.,1
3284,3284,Jesus Christ.,"O my god, Jesus H Christ.",0
3285,3285,Jesus Christ.,O my god!,0
3286,3286,Jesus Christ.,Jesus H Christ.,1
3287,3287,Another $100-million in savings will come from management layoffs and pay cuts.,Management layoffs and pay cuts will add another $100-million to the savings.,1
3288,3288,Another $100-million in savings will come from management layoffs and pay cuts.,Management layoffs and pay cuts will add another $100-million to the savings account.,1
3289,3289,"Leave the boy, Elston.","Elston ignore the boy, .",1
3290,3290,Another $100-million in savings will come from management layoffs and pay cuts.,Management layoffs and pay cuts will most likely add another $100-million to the savings account.,1
3291,3291,"Leave the boy, Elston.",Elston ignore the boy.,1
3292,3292,"Leave the boy, Elston.","Elston, ignore the boy.",1
3293,3293,Another $100-million in savings will come from management layoffs and pay cuts.,Management layoffs and pay cuts will definitely add another $100-million to the savings account.,1
3294,3294,"He listed LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line as toys that were stealing market share.","Toys that were considered in high demand currently: LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line, he listed.",0
3295,3295,Another $100-million in savings will come from management layoffs and pay cuts.,Management layoffs and pay cuts will definitely add another $100-million dollars to the savings account.,1
3296,3296,Another $100-million in savings will come from management layoffs and pay cuts.,Management layoffs and pay cuts will definitely add another $100-million to the savings account.,1
3297,3297,"He listed LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line as toys that were stealing market share.","Toys that are in high demand currently: LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line, he listed.",0
3298,3298,"He listed LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line as toys that were stealing market share.","Toys that are in high demand: LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line, he listed.",0
